event_id,customer_id,event_type,event_timestamp,session_id,device,page
EVT_00000035,CUST_01475,add_to_cart,2023-06-27 07:31:02,SESS_011031,desktop,wp-content/list/app
EVT_00000036,CUST_01951,checkout_start,2023-07-28 06:21:10,SESS_005747,desktop,search/wp-content/category
EVT_00000037,CUST_01184,page_view,2023-03-01 23:57:03,SESS_013206,tablet,main/category
EVT_00000038,CUST_00613,add_to_cart,2024-03-28 21:07:46,SESS_011441,tablet,app/posts/category
EVT_00000039,CUST_01297,product_view,2024-02-19 22:20:22,SESS_012920,mobile,main
EVT_00000040,CUST_01875,product_view,2023-04-05 21:07:51,SESS_002764,desktop,search
EVT_00000041,CUST_00638,page_view,2023-03-04 01:23:23,SESS_014648,desktop,app/category/tag
EVT_00000042,CUST_00059,page_view,2023-08-30 00:19:56,SESS_001342,mobile,categories/app
EVT_00000043,CUST_01073,add_to_cart,2023-05-10 06:37:59,SESS_013963,tablet,posts
EVT_00000044,CUST_01318,checkout_start,2024-03-15 09:36:54,SESS_003583,tablet,main/search/explore
EVT_00000045,CUST_00062,add_to_cart,2023-12-24 10:39:40,SESS_000811,tablet,category/app
EVT_00000046,CUST_00708,product_view,2023-07-03 05:28:31,SESS_004524,mobile,categories
EVT_00000047,CUST_01140,add_to_cart,2023-03-09 19:49:46,SESS_001911,mobile,wp-content/wp-content
EVT_00000048,CUST_00638,add_to_cart,2023-01-23 23:28:14,SESS_009542,mobile,wp-content/blog/blog
EVT_00000049,CUST_00824,page_view,2023-07-18 05:36:17,SESS_012417,mobile,tags/app/tags
EVT_00000050,CUST_01111,add_to_cart,2023-04-28 01:11:09,SESS_004253,tablet,categories/wp-content
EVT_00000051,CUST_01167,add_to_cart,2024-05-23 13:53:25,SESS_013057,tablet,tags/categories
EVT_00000052,CUST_01846,page_view,2023-12-22 09:42:03,SESS_012693,mobile,explore/wp-content
EVT_00000053,CUST_01336,product_view,2023-03-19 20:09:54,SESS_008389,mobile,wp-content/categories
EVT_00000054,CUST_01134,product_view,2023-01-07 02:53:37,SESS_007248,mobile,tag
EVT_00000055,CUST_01902,add_to_cart,2023-07-28 14:13:13,SESS_002119,tablet,explore
EVT_00000056,CUST_00736,checkout_start,2024-03-25 01:24:11,SESS_007356,tablet,categories
EVT_00000057,CUST_01992,page_view,2023-01-15 08:00:24,SESS_004567,tablet,tag/wp-content/list
EVT_00000058,CUST_01701,purchase,2023-02-05 18:48:11,SESS_004438,mobile,posts/list/list
EVT_00000059,CUST_01082,page_view,2024-05-22 07:11:20,SESS_013964,desktop,posts/categories
EVT_00000060,CUST_01738,product_view,2024-03-17 13:24:52,SESS_013244,tablet,search/wp-content
EVT_00000061,CUST_01865,product_view,2024-01-26 11:31:36,SESS_010208,tablet,posts/explore
EVT_00000062,CUST_01102,add_to_cart,2023-03-03 03:00:46,SESS_006860,desktop,explore/categories
EVT_00000063,CUST_01422,search,2024-02-07 15:34:06,SESS_001243,mobile,explore/blog/search
EVT_00000064,CUST_00305,page_view,2023-03-04 12:14:09,SESS_009331,desktop,app/explore/explore
EVT_00000065,CUST_00718,add_to_cart,2023-01-28 03:11:33,SESS_010538,mobile,category
EVT_00000066,CUST_00087,add_to_cart,2024-01-24 04:06:56,SESS_002396,desktop,tags/app
EVT_00000067,CUST_00463,product_view,2023-04-22 05:23:10,SESS_006412,desktop,list
EVT_00000068,CUST_00782,page_view,2023-06-12 21:50:07,SESS_004027,tablet,wp-content
EVT_00000069,CUST_00972,page_view,2024-02-19 13:02:12,SESS_005249,desktop,search/main/posts
EVT_00000070,CUST_01834,purchase,2023-03-21 17:18:07,SESS_002650,tablet,search
EVT_00000071,CUST_00574,product_view,2024-01-29 17:26:43,SESS_006124,desktop,list/tags/posts
EVT_00000072,CUST_01010,search,2024-01-27 06:59:36,SESS_012099,mobile,tag/tag/wp-content
EVT_00000073,CUST_00882,page_view,2024-03-17 17:39:20,SESS_001932,desktop,explore/wp-content
EVT_00000074,CUST_01175,add_to_cart,2023-10-19 12:56:51,SESS_008429,mobile,wp-content/category
EVT_00000075,CUST_01783,purchase,2024-02-03 02:18:58,SESS_005775,desktop,categories/app
EVT_00000076,CUST_00251,product_view,2023-02-04 06:53:34,SESS_006926,tablet,category/tags/search
EVT_00000077,CUST_01135,search,2023-09-20 23:18:56,SESS_006778,desktop,categories
EVT_00000078,CUST_01079,add_to_cart,2023-12-08 08:15:04,SESS_003782,tablet,posts/list/app
EVT_00000079,CUST_00629,add_to_cart,2023-04-17 12:21:56,SESS_012554,desktop,list/posts/app
EVT_00000080,CUST_01256,page_view,2023-06-17 06:50:58,SESS_003719,tablet,app/tags/tag
EVT_00000081,CUST_01910,page_view,2023-10-31 11:55:07,SESS_010025,tablet,blog/posts
EVT_00000082,CUST_00428,page_view,2024-03-13 09:46:27,SESS_011986,mobile,tags/posts/posts
EVT_00000083,CUST_01607,product_view,2023-07-12 13:10:05,SESS_011271,tablet,tags/blog
EVT_00000084,CUST_00229,add_to_cart,2023-11-05 10:03:26,SESS_011820,desktop,list/main/tags
EVT_00000085,CUST_01626,wishlist_add,2024-05-13 17:33:29,SESS_002171,tablet,posts
EVT_00000086,CUST_01772,product_view,2023-05-28 00:15:15,SESS_003272,desktop,categories/search/blog
EVT_00000087,CUST_00018,add_to_cart,2024-02-12 09:04:12,SESS_007408,mobile,list/main
EVT_00000088,CUST_00150,product_view,2023-12-29 23:14:01,SESS_005275,tablet,tag/tags
EVT_00000089,CUST_00044,product_view,2024-02-27 22:10:57,SESS_006607,mobile,main/categories
EVT_00000090,CUST_00301,page_view,2024-06-20 03:35:25,SESS_013710,desktop,list
EVT_00000091,CUST_00620,product_view,2023-09-20 09:55:22,SESS_005203,desktop,tag/posts/explore
EVT_00000092,CUST_00453,add_to_cart,2023-10-30 18:59:40,SESS_012275,mobile,categories/blog
EVT_00000093,CUST_00400,wishlist_add,2023-10-31 12:01:42,SESS_009043,tablet,list/wp-content/main
EVT_00000094,CUST_00428,search,2023-03-30 01:07:35,SESS_002343,tablet,tag
EVT_00000095,CUST_01812,page_view,2023-04-20 03:44:16,SESS_014108,mobile,posts/search/main
EVT_00000096,CUST_01983,checkout_start,2023-08-09 17:12:35,SESS_001587,mobile,wp-content
EVT_00000097,CUST_01008,add_to_cart,2023-06-29 08:26:23,SESS_009351,tablet,app/category/main
EVT_00000098,CUST_01851,page_view,2023-05-25 10:58:30,SESS_010530,tablet,blog/category
EVT_00000099,CUST_01153,search,2023-12-13 09:36:03,SESS_012078,mobile,wp-content/list/explore
EVT_00000100,CUST_01481,page_view,2024-01-23 02:36:46,SESS_012397,mobile,explore
EVT_00000101,CUST_00475,page_view,2023-05-16 11:39:46,SESS_012650,desktop,category
EVT_00000102,CUST_01166,checkout_start,2024-06-28 22:48:02,SESS_012202,mobile,category/tags/posts
EVT_00000103,CUST_01290,product_view,2024-01-19 22:49:14,SESS_012070,desktop,explore
EVT_00000104,CUST_00015,page_view,2024-04-08 17:56:42,SESS_009837,mobile,categories
EVT_00000105,CUST_01706,add_to_cart,2024-04-02 23:58:58,SESS_002127,tablet,tag
EVT_00000106,CUST_01819,page_view,2023-05-01 05:07:04,SESS_003840,mobile,categories
EVT_00000107,CUST_00030,checkout_start,2023-12-11 19:38:29,SESS_005261,desktop,explore
EVT_00000108,CUST_01462,page_view,2023-07-27 11:37:33,SESS_009050,desktop,tags/posts/explore
EVT_00000109,CUST_01893,add_to_cart,2023-02-08 08:07:34,SESS_007742,tablet,wp-content/categories/main
EVT_00000110,CUST_01233,add_to_cart,2023-08-19 10:54:44,SESS_001325,mobile,wp-content/main/blog
EVT_00000111,CUST_00319,product_view,2024-04-14 03:04:01,SESS_003217,desktop,tag/explore
EVT_00000112,CUST_00866,checkout_start,2024-03-26 08:39:17,SESS_010211,mobile,blog/main/main
EVT_00000113,CUST_01721,page_view,2024-02-29 02:48:04,SESS_007089,tablet,wp-content
EVT_00000114,CUST_00180,page_view,2023-06-24 04:34:56,SESS_000228,tablet,blog/tag/tags
EVT_00000115,CUST_01463,add_to_cart,2023-01-15 23:16:41,SESS_004092,tablet,wp-content
EVT_00000116,CUST_01702,page_view,2023-06-03 13:29:23,SESS_007106,tablet,tag/list
EVT_00000117,CUST_01531,checkout_start,2023-12-21 04:12:23,SESS_003256,tablet,category/category/explore
EVT_00000118,CUST_00144,page_view,2023-11-11 06:02:04,SESS_001024,desktop,tags/blog/categories
EVT_00000119,CUST_01379,product_view,2024-01-23 13:01:54,SESS_009926,desktop,explore/explore/tags
EVT_00000120,CUST_01821,search,2023-10-11 08:25:00,SESS_001430,tablet,search
EVT_00000121,CUST_01098,page_view,2023-09-06 05:06:38,SESS_001823,tablet,wp-content
EVT_00000122,CUST_00024,product_view,2023-02-28 01:43:16,SESS_009987,tablet,category/app
EVT_00000123,CUST_01355,purchase,2023-08-13 01:13:51,SESS_013087,tablet,tags/explore
EVT_00000124,CUST_00337,search,2023-05-24 05:15:00,SESS_001041,tablet,tags/categories
EVT_00000125,CUST_01005,checkout_start,2024-04-26 21:34:30,SESS_009494,tablet,wp-content/tag/list
EVT_00000126,CUST_01462,add_to_cart,2023-09-24 09:00:59,SESS_009518,mobile,list
EVT_00000127,CUST_01331,page_view,2024-05-15 09:40:47,SESS_001053,mobile,explore
EVT_00000128,CUST_01146,add_to_cart,2024-06-12 01:59:33,SESS_008485,tablet,blog
EVT_00000129,CUST_01882,page_view,2023-02-28 06:54:18,SESS_002594,mobile,list/explore
EVT_00000130,CUST_01490,checkout_start,2023-04-25 21:24:30,SESS_010714,tablet,main
EVT_00000131,CUST_00615,wishlist_add,2024-01-22 14:07:01,SESS_007206,tablet,explore
EVT_00000132,CUST_01641,page_view,2023-07-04 02:09:17,SESS_010239,desktop,app
EVT_00000133,CUST_00254,page_view,2023-07-27 17:52:27,SESS_008782,mobile,tag
EVT_00000134,CUST_01560,search,2023-08-27 11:39:45,SESS_004103,mobile,posts/posts/main
EVT_00000135,CUST_00509,product_view,2023-09-21 12:49:06,SESS_002272,desktop,tags
EVT_00000136,CUST_01553,product_view,2024-04-09 14:05:39,SESS_013229,desktop,category/app
EVT_00000137,CUST_00680,product_view,2024-01-25 06:28:20,SESS_007792,tablet,app/main/app
EVT_00000138,CUST_00089,page_view,2024-01-23 21:48:57,SESS_009565,mobile,list
EVT_00000139,CUST_01373,add_to_cart,2024-01-29 17:09:17,SESS_001337,mobile,app/categories/categories
EVT_00000140,CUST_00135,product_view,2024-04-13 08:34:30,SESS_014955,mobile,wp-content
EVT_00000141,CUST_01774,page_view,2024-04-08 20:03:43,SESS_004787,tablet,main/app
EVT_00000142,CUST_01514,add_to_cart,2023-07-06 10:22:34,SESS_012604,tablet,list/posts
EVT_00000143,CUST_01902,search,2023-05-16 21:28:16,SESS_005084,mobile,search/list
EVT_00000144,CUST_01372,checkout_start,2023-01-22 20:43:26,SESS_002500,desktop,category/explore
EVT_00000145,CUST_00714,page_view,2023-04-23 02:40:43,SESS_009944,tablet,list
EVT_00000146,CUST_00417,page_view,2023-10-30 22:56:08,SESS_006170,mobile,category/tag/app
EVT_00000147,CUST_01720,add_to_cart,2023-11-26 04:08:53,SESS_004614,mobile,categories/blog
EVT_00000148,CUST_00960,checkout_start,2024-03-01 18:32:30,SESS_007669,desktop,explore/posts/main
EVT_00000149,CUST_01887,product_view,2024-06-06 16:54:09,SESS_006800,mobile,app/explore/wp-content
EVT_00000150,CUST_00961,search,2024-06-19 18:29:04,SESS_010384,tablet,search/tag
EVT_00000151,CUST_01438,page_view,2023-12-07 03:29:09,SESS_006833,mobile,categories/tag
EVT_00000152,CUST_00618,page_view,2023-01-16 09:54:00,SESS_009613,desktop,wp-content
EVT_00000153,CUST_01625,add_to_cart,2023-10-13 00:41:28,SESS_010296,mobile,blog/search/search
EVT_00000154,CUST_01944,page_view,2023-02-15 02:03:09,SESS_014593,desktop,wp-content/app
EVT_00000155,CUST_00097,add_to_cart,2023-02-19 05:11:09,SESS_008637,tablet,main
EVT_00000156,CUST_00705,search,2023-04-27 13:03:37,SESS_010412,mobile,categories/wp-content/search
EVT_00000157,CUST_00097,product_view,2023-06-14 08:29:46,SESS_001585,mobile,search
EVT_00000158,CUST_00847,add_to_cart,2024-01-07 20:33:20,SESS_013844,desktop,tag/list/explore
EVT_00000159,CUST_00656,purchase,2023-04-03 07:51:33,SESS_014619,tablet,list/tags
EVT_00000160,CUST_00054,wishlist_add,2024-02-04 02:01:24,SESS_005079,tablet,main/wp-content
EVT_00000161,CUST_01929,page_view,2023-11-20 13:02:43,SESS_005976,desktop,list
EVT_00000162,CUST_01155,page_view,2023-11-22 09:02:48,SESS_013813,mobile,explore
EVT_00000163,CUST_00616,add_to_cart,2024-01-29 00:16:48,SESS_009616,tablet,categories/tags
EVT_00000164,CUST_01348,wishlist_add,2023-09-17 14:22:14,SESS_007778,tablet,posts/app/categories
EVT_00000165,CUST_01873,page_view,2023-01-12 03:51:08,SESS_013227,mobile,category
EVT_00000166,CUST_00982,page_view,2023-08-08 16:10:16,SESS_000359,tablet,wp-content/categories
EVT_00000167,CUST_01145,product_view,2023-12-08 18:30:55,SESS_007230,desktop,app
EVT_00000168,CUST_00792,page_view,2023-04-09 13:10:32,SESS_002710,tablet,explore
EVT_00000169,CUST_01788,page_view,2024-02-10 14:42:58,SESS_001895,mobile,app/wp-content
EVT_00000170,CUST_01391,page_view,2023-06-29 05:04:36,SESS_009044,tablet,main/app
EVT_00000171,CUST_01765,page_view,2023-02-12 07:54:48,SESS_001211,mobile,search/wp-content
EVT_00000172,CUST_00984,checkout_start,2023-06-17 14:53:29,SESS_000247,mobile,blog/tags/posts
EVT_00000173,CUST_00489,checkout_start,2023-04-21 06:14:24,SESS_005205,tablet,list/tags/wp-content
EVT_00000174,CUST_00407,product_view,2023-04-19 06:31:44,SESS_014069,mobile,app
EVT_00000175,CUST_00357,product_view,2023-12-06 03:34:36,SESS_010965,mobile,posts
EVT_00000176,CUST_00970,purchase,2023-10-15 09:32:33,SESS_014646,tablet,categories/tag
EVT_00000177,CUST_00414,page_view,2024-02-17 06:55:37,SESS_006442,mobile,explore/category
EVT_00000178,CUST_00197,product_view,2023-07-24 22:50:22,SESS_005106,mobile,tags/blog
EVT_00000179,CUST_01719,page_view,2023-09-23 09:36:32,SESS_013249,tablet,app/posts/category
EVT_00000180,CUST_01198,search,2023-08-25 10:43:27,SESS_011718,tablet,list/blog/posts
EVT_00000181,CUST_01173,page_view,2024-01-26 16:34:50,SESS_005037,desktop,main
EVT_00000182,CUST_00646,product_view,2024-05-30 23:48:38,SESS_004692,tablet,tag
EVT_00000183,CUST_01283,page_view,2023-11-23 18:44:31,SESS_003812,mobile,blog/app/tag
EVT_00000184,CUST_00116,page_view,2023-06-29 02:15:00,SESS_000264,mobile,app
EVT_00000185,CUST_01365,add_to_cart,2023-02-04 06:00:45,SESS_011501,desktop,list
EVT_00000186,CUST_01593,page_view,2024-03-01 06:34:55,SESS_001939,desktop,categories/wp-content/tags
EVT_00000187,CUST_01052,wishlist_add,2024-05-29 16:32:00,SESS_003870,desktop,explore
EVT_00000188,CUST_01751,purchase,2023-01-03 11:52:19,SESS_002056,tablet,list/main/list
EVT_00000189,CUST_00739,search,2023-04-29 01:28:17,SESS_008772,tablet,list
EVT_00000190,CUST_01503,checkout_start,2023-01-26 22:40:42,SESS_013170,tablet,categories/categories/search
EVT_00000191,CUST_01254,page_view,2023-08-03 08:52:22,SESS_009330,tablet,app/tag/category
EVT_00000192,CUST_01585,page_view,2023-07-15 07:45:27,SESS_003209,mobile,search/posts/app
EVT_00000193,CUST_00138,page_view,2023-06-16 00:25:45,SESS_013676,tablet,posts/categories
EVT_00000194,CUST_01428,product_view,2023-06-08 23:35:18,SESS_012143,desktop,categories
EVT_00000195,CUST_00826,checkout_start,2023-09-19 04:23:37,SESS_005588,tablet,search
EVT_00000196,CUST_01753,page_view,2023-02-16 01:17:06,SESS_002241,mobile,main
EVT_00000197,CUST_01089,page_view,2024-05-10 22:17:32,SESS_003113,tablet,categories
EVT_00000198,CUST_01548,product_view,2023-08-19 18:30:51,SESS_013383,tablet,list/category
EVT_00000199,CUST_01181,purchase,2024-06-08 12:33:32,SESS_002507,desktop,list/explore/explore
EVT_00000200,CUST_00757,page_view,2024-04-06 09:56:24,SESS_014065,mobile,posts
EVT_00000201,CUST_00812,product_view,2023-08-06 11:19:37,SESS_008949,mobile,explore
EVT_00000202,CUST_00758,purchase,2024-06-14 17:08:12,SESS_009735,mobile,list/main/posts
EVT_00000203,CUST_00891,page_view,2023-07-18 01:45:30,SESS_002741,mobile,main
EVT_00000204,CUST_01496,page_view,2023-03-30 19:24:59,SESS_011944,desktop,wp-content/wp-content/main
EVT_00000205,CUST_01853,product_view,2024-04-02 23:06:11,SESS_003700,desktop,categories/app
EVT_00000206,CUST_00012,product_view,2023-01-15 03:44:56,SESS_007288,mobile,app/explore
EVT_00000207,CUST_01336,product_view,2024-06-17 22:59:12,SESS_000982,mobile,app
EVT_00000208,CUST_01151,add_to_cart,2023-01-25 05:07:46,SESS_012003,mobile,main/search
EVT_00000209,CUST_01750,search,2023-03-27 06:27:52,SESS_013192,mobile,categories/posts
EVT_00000210,CUST_01705,add_to_cart,2023-08-29 00:10:29,SESS_009255,desktop,tags/posts
EVT_00000211,CUST_00359,page_view,2023-06-07 14:33:40,SESS_005889,mobile,tags/app
EVT_00000212,CUST_01559,page_view,2024-05-20 06:34:40,SESS_010104,desktop,posts/category/app
EVT_00000213,CUST_00414,page_view,2023-09-06 21:45:43,SESS_005364,mobile,main/list
EVT_00000214,CUST_00770,page_view,2024-02-29 08:01:22,SESS_003030,tablet,list
EVT_00000215,CUST_00524,wishlist_add,2023-05-04 03:49:40,SESS_014707,tablet,explore/category
EVT_00000216,CUST_00097,page_view,2024-06-04 23:29:41,SESS_005125,tablet,categories/tag
EVT_00000217,CUST_01012,purchase,2023-06-03 06:21:39,SESS_005475,tablet,blog/category
EVT_00000218,CUST_01092,page_view,2023-03-06 23:00:17,SESS_000628,tablet,tags
EVT_00000219,CUST_00379,page_view,2023-02-05 00:57:44,SESS_007749,tablet,explore/blog
EVT_00000220,CUST_00027,wishlist_add,2023-07-27 16:03:16,SESS_008693,tablet,search/categories/tags
EVT_00000221,CUST_00762,wishlist_add,2024-01-17 09:24:15,SESS_008000,tablet,blog/explore/wp-content
EVT_00000222,CUST_01480,page_view,2024-02-06 09:52:38,SESS_002235,mobile,wp-content/tag
EVT_00000223,CUST_00167,add_to_cart,2023-09-27 01:34:46,SESS_011037,mobile,main
EVT_00000224,CUST_01648,product_view,2023-05-05 08:20:50,SESS_002970,mobile,search
EVT_00000225,CUST_00618,add_to_cart,2024-05-08 23:15:02,SESS_014282,tablet,posts
EVT_00000226,CUST_00609,page_view,2024-02-01 12:59:20,SESS_011829,mobile,list/tags/posts
EVT_00000227,CUST_01793,page_view,2023-08-05 06:25:28,SESS_007674,tablet,tags
EVT_00000228,CUST_01905,page_view,2024-04-04 09:41:06,SESS_010529,tablet,tags/explore
EVT_00000229,CUST_01254,checkout_start,2023-11-20 04:13:13,SESS_013325,tablet,list
EVT_00000230,CUST_01265,add_to_cart,2023-06-04 08:36:47,SESS_013426,mobile,category
EVT_00000231,CUST_00709,product_view,2023-01-05 10:42:49,SESS_001320,desktop,list
EVT_00000232,CUST_00953,page_view,2024-05-19 20:32:47,SESS_004113,desktop,app/posts/main
EVT_00000233,CUST_01509,checkout_start,2023-05-27 14:23:53,SESS_000182,desktop,blog/list/tag
EVT_00000234,CUST_00513,add_to_cart,2023-06-20 04:39:17,SESS_009098,mobile,categories/search/posts
EVT_00000235,CUST_01852,add_to_cart,2023-10-08 21:57:17,SESS_008381,mobile,explore/tag
EVT_00000236,CUST_00797,product_view,2024-06-20 10:22:37,SESS_004796,desktop,wp-content/categories
EVT_00000237,CUST_00490,add_to_cart,2023-06-21 06:14:02,SESS_014853,mobile,explore/posts/app
EVT_00000238,CUST_01997,page_view,2023-03-28 12:31:50,SESS_000186,mobile,wp-content
EVT_00000239,CUST_00044,page_view,2024-04-18 06:47:02,SESS_000330,mobile,blog/explore/categories
EVT_00000240,CUST_00218,checkout_start,2024-02-28 06:51:34,SESS_013046,mobile,category
EVT_00000241,CUST_01244,page_view,2023-06-22 11:53:59,SESS_001904,tablet,wp-content
EVT_00000242,CUST_00026,product_view,2023-08-21 18:09:40,SESS_006123,tablet,main/tag
EVT_00000243,CUST_01101,checkout_start,2023-12-30 15:45:17,SESS_002757,mobile,tags/app
EVT_00000244,CUST_01857,page_view,2023-11-20 08:39:15,SESS_008290,desktop,list/blog
EVT_00000245,CUST_00480,search,2023-08-12 15:28:23,SESS_005466,mobile,main/blog
EVT_00000246,CUST_01898,page_view,2023-08-22 21:48:40,SESS_012333,tablet,posts/tags
EVT_00000247,CUST_01992,product_view,2024-01-07 20:50:08,SESS_005809,mobile,search/blog/category
EVT_00000248,CUST_00303,purchase,2024-02-04 20:09:40,SESS_009087,mobile,tags/search/posts
EVT_00000249,CUST_01301,product_view,2024-02-15 07:07:57,SESS_001597,desktop,app/category
EVT_00000250,CUST_00478,search,2023-03-04 06:43:37,SESS_010698,mobile,list
EVT_00000251,CUST_01812,product_view,2024-03-27 10:41:32,SESS_008445,tablet,posts
EVT_00000252,CUST_01005,page_view,2023-01-23 09:43:09,SESS_013604,mobile,tags
EVT_00000253,CUST_00250,product_view,2024-01-12 08:43:48,SESS_003658,desktop,search/app/blog
EVT_00000254,CUST_00603,page_view,2023-09-24 14:13:21,SESS_005005,desktop,explore
EVT_00000255,CUST_01673,product_view,2024-02-08 17:08:58,SESS_012467,tablet,tags/explore
EVT_00000256,CUST_00910,page_view,2024-02-26 18:09:07,SESS_003429,mobile,main
EVT_00000257,CUST_01076,page_view,2023-06-04 21:12:29,SESS_002539,mobile,posts
EVT_00000258,CUST_00125,product_view,2024-01-09 22:58:17,SESS_004286,mobile,list
EVT_00000259,CUST_00977,search,2023-04-20 05:06:42,SESS_004793,mobile,wp-content/list/main
EVT_00000260,CUST_00778,product_view,2023-05-05 06:13:07,SESS_009006,desktop,explore/explore/category
EVT_00000261,CUST_00370,page_view,2024-04-24 07:20:56,SESS_009171,mobile,categories/category
EVT_00000262,CUST_00483,add_to_cart,2023-05-09 13:05:46,SESS_004061,mobile,list
EVT_00000263,CUST_01040,page_view,2023-01-23 15:02:07,SESS_005805,tablet,search
EVT_00000264,CUST_01477,product_view,2023-08-06 00:25:25,SESS_000392,desktop,list/category
EVT_00000265,CUST_01612,page_view,2024-06-13 11:50:17,SESS_003861,tablet,search/posts
EVT_00000266,CUST_01069,add_to_cart,2024-02-05 22:45:08,SESS_007762,mobile,list
EVT_00000267,CUST_01303,checkout_start,2024-01-15 02:22:25,SESS_004368,tablet,categories/category/blog
EVT_00000268,CUST_01201,add_to_cart,2023-02-05 19:59:06,SESS_010760,desktop,main/blog/tags
EVT_00000269,CUST_00187,product_view,2024-01-22 07:19:56,SESS_014909,tablet,categories/categories/explore
EVT_00000270,CUST_01479,page_view,2023-02-21 06:03:50,SESS_014209,mobile,posts/main
EVT_00000271,CUST_01556,page_view,2023-08-19 01:21:46,SESS_002455,mobile,category/categories
EVT_00000272,CUST_01986,product_view,2023-08-10 09:13:00,SESS_003808,mobile,categories
EVT_00000273,CUST_00534,product_view,2023-09-30 16:55:14,SESS_013048,tablet,main
EVT_00000274,CUST_00967,page_view,2023-07-12 01:00:41,SESS_014131,desktop,app/wp-content
EVT_00000275,CUST_00711,checkout_start,2023-09-08 03:55:45,SESS_012290,tablet,list
EVT_00000276,CUST_00392,page_view,2023-10-31 11:53:19,SESS_009002,mobile,search/search/tags
EVT_00000277,CUST_00235,purchase,2023-07-25 22:37:26,SESS_010595,desktop,explore/tags/categories
EVT_00000278,CUST_00931,add_to_cart,2023-12-26 21:29:51,SESS_009148,mobile,tag/explore/posts
EVT_00000279,CUST_01875,page_view,2023-12-16 14:20:41,SESS_002213,mobile,search/categories/categories
EVT_00000280,CUST_01323,search,2024-05-29 00:37:22,SESS_014465,mobile,app/categories/wp-content
EVT_00000281,CUST_01724,product_view,2024-04-25 19:29:59,SESS_005909,mobile,search
EVT_00000282,CUST_01299,product_view,2024-02-18 13:35:44,SESS_001722,tablet,tags/posts/main
EVT_00000283,CUST_00218,add_to_cart,2023-07-21 04:16:11,SESS_008397,mobile,tag/category/category
