order_id,customer_id,order_date,category,quantity,unit_price,total_amount,status,payment_method
ORD_0000058,CUST_01522,2024-06-18,Home & Kitchen,5,269.13,1345.65,completed,netbanking
ORD_0000059,CUST_00431,2024-01-28,Electronics,4,52.73,210.92,completed,card
ORD_0000060,CUST_00085,2024-03-05,Books,2,104.52,209.04,cancelled,card
ORD_0000061,CUST_01929,2024-02-03,Apparel,3,365.41,1096.23,completed,upi
ORD_0000062,CUST_00090,2023-07-15,Beauty,2,214.91,429.82,completed,netbanking
ORD_0000063,CUST_01833,2024-05-05,Electronics,4,318.62,1274.48,returned,card
ORD_0000064,CUST_00989,2024-05-20,Sports,5,466.34,2331.7,completed,upi
ORD_0000065,CUST_01228,2023-12-07,Sports,2,151.92,303.84,completed,upi
ORD_0000066,CUST_01517,2024-01-02,Sports,4,345.49,1381.96,cancelled,upi
ORD_0000067,CUST_00897,2024-04-28,Books,4,285.61,1142.44,completed,netbanking
ORD_0000068,CUST_00424,2024-06-16,Apparel,1,88.39,88.39,completed,card
ORD_0000069,CUST_01801,2024-05-14,Beauty,4,256.86,1027.44,completed,netbanking
ORD_0000070,CUST_01746,2024-06-17,Sports,3,357.03,1071.09,completed,upi
ORD_0000071,CUST_00094,2024-06-24,Beauty,2,152.99,305.98,completed,netbanking
ORD_0000072,CUST_01900,2024-01-18,Electronics,3,437.95,1313.85,completed,upi
ORD_0000073,CUST_01687,2024-02-16,Beauty,5,66.92,334.6,completed,netbanking
ORD_0000074,CUST_00665,2023-03-07,Apparel,5,139.37,696.85,completed,netbanking
ORD_0000075,CUST_00665,2023-02-15,Apparel,1,413.72,413.72,completed,netbanking
ORD_0000076,CUST_00362,2023-11-05,Sports,1,273.31,273.31,completed,wallet
ORD_0000077,CUST_01937,2024-06-23,Beauty,3,436.3,1308.9,completed,upi
ORD_0000078,CUST_01673,2023-11-27,Apparel,2,168.88,337.76,completed,wallet
ORD_0000079,CUST_00319,2024-06-07,Books,2,367.6,735.2,completed,wallet
ORD_0000080,CUST_00192,2024-05-29,Apparel,2,235.09,470.18,completed,wallet
ORD_0000081,CUST_01932,2023-10-17,Apparel,3,20.3,60.9,returned,wallet
ORD_0000082,CUST_01408,2024-05-18,Electronics,2,44.02,88.04,completed,wallet
ORD_0000083,CUST_01862,2024-04-30,Sports,4,59.1,236.4,completed,card
ORD_0000084,CUST_01236,2023-06-30,Electronics,4,198.15,792.6,returned,card
ORD_0000085,CUST_00271,2024-06-06,Beauty,1,141.14,141.14,completed,card
ORD_0000086,CUST_01962,2024-04-01,Home & Kitchen,5,370.69,1853.45,returned,card
ORD_0000087,CUST_00415,2024-05-30,Books,4,382.23,1528.92,returned,netbanking
ORD_0000088,CUST_00680,2024-02-22,Sports,2,129.46,258.92,completed,card
ORD_0000089,CUST_00044,2023-12-03,Electronics,1,276.86,276.86,completed,wallet
ORD_0000090,CUST_00291,2023-11-04,Books,2,21.75,43.5,completed,netbanking
ORD_0000091,CUST_01343,2024-01-09,Beauty,2,461.62,923.24,completed,card
ORD_0000092,CUST_01008,2023-10-16,Home & Kitchen,1,120.01,120.01,completed,netbanking
ORD_0000093,CUST_00243,2023-11-01,Sports,1,448.83,448.83,completed,wallet
ORD_0000094,CUST_01087,2024-01-16,Books,5,98.86,494.3,completed,netbanking
ORD_0000095,CUST_01280,2023-11-24,Home & Kitchen,3,438.94,1316.82,returned,netbanking
ORD_0000096,CUST_01911,2024-03-01,Apparel,1,396.53,396.53,completed,upi
ORD_0000097,CUST_00656,2023-11-02,Books,4,228.87,915.48,returned,card
ORD_0000098,CUST_01184,2024-03-19,Home & Kitchen,3,80.88,242.64,cancelled,upi
ORD_0000099,CUST_01572,2024-02-17,Books,3,166.45,499.35,completed,wallet
ORD_0000100,CUST_01233,2024-06-12,Beauty,3,77.72,233.16,cancelled,wallet
ORD_0000101,CUST_00858,2024-06-02,Books,4,273.98,1095.92,completed,upi
ORD_0000102,CUST_00788,2024-03-25,Sports,5,360.3,1801.5,completed,upi
ORD_0000103,CUST_01440,2024-03-23,Apparel,2,187.23,374.46,cancelled,card
ORD_0000104,CUST_00743,2024-06-28,Electronics,2,461.23,922.46,returned,netbanking
ORD_0000105,CUST_01739,2023-04-26,Sports,3,235.58,706.74,cancelled,wallet
ORD_0000106,CUST_00497,2023-12-27,Apparel,2,37.36,74.72,completed,upi
ORD_0000107,CUST_00774,2023-05-03,Beauty,4,192.12,768.48,completed,card
ORD_0000108,CUST_00977,2024-04-08,Apparel,1,81.96,81.96,completed,card
ORD_0000109,CUST_00026,2024-06-11,Apparel,4,83.35,333.4,completed,upi
ORD_0000110,CUST_01533,2024-06-26,Beauty,3,240.38,721.14,completed,card
ORD_0000111,CUST_00588,2023-12-27,Beauty,2,39.39,78.78,completed,upi
ORD_0000112,CUST_01031,2024-05-26,Books,1,204.22,204.22,completed,wallet
ORD_0000113,CUST_01135,2024-02-26,Beauty,5,255.91,1279.55,completed,upi
ORD_0000114,CUST_00557,2024-06-22,Apparel,5,194.99,974.95,completed,wallet
ORD_0000115,CUST_01268,2023-09-05,Beauty,2,202.21,404.42,cancelled,card
ORD_0000116,CUST_01673,2024-03-03,Beauty,4,243.92,975.68,completed,wallet
ORD_0000117,CUST_00338,2023-07-26,Apparel,3,326.85,980.55,completed,card
ORD_0000118,CUST_00160,2024-04-08,Home & Kitchen,5,391.6,1958.0,completed,netbanking
ORD_0000119,CUST_00334,2024-04-16,Sports,1,42.0,42.0,completed,netbanking
ORD_0000120,CUST_00385,2023-10-03,Electronics,1,127.75,127.75,cancelled,card
ORD_0000121,CUST_01155,2024-05-04,Home & Kitchen,4,32.37,129.48,completed,netbanking
ORD_0000122,CUST_00018,2024-05-24,Sports,3,479.77,1439.31,completed,wallet
ORD_0000123,CUST_01487,2024-03-06,Electronics,2,354.29,708.58,completed,card
ORD_0000124,CUST_01029,2024-05-28,Books,2,21.6,43.2,completed,card
ORD_0000125,CUST_00595,2023-05-31,Electronics,2,344.35,688.7,returned,card
ORD_0000126,CUST_01952,2024-06-09,Beauty,2,443.35,886.7,completed,upi
ORD_0000127,CUST_01974,2024-03-28,Sports,5,496.21,2481.05,completed,netbanking
ORD_0000128,CUST_00917,2023-11-14,Sports,3,152.5,457.5,returned,wallet
ORD_0000129,CUST_00082,2024-03-27,Sports,2,112.31,224.62,completed,upi
ORD_0000130,CUST_01162,2024-06-27,Apparel,1,404.31,404.31,completed,netbanking
ORD_0000131,CUST_01121,2023-04-07,Home & Kitchen,4,56.11,224.44,completed,netbanking
ORD_0000132,CUST_00331,2023-11-30,Home & Kitchen,3,292.48,877.44,completed,upi
ORD_0000133,CUST_01456,2024-04-13,Home & Kitchen,3,493.2,1479.6,completed,wallet
ORD_0000134,CUST_01332,2024-02-13,Books,1,486.11,486.11,completed,netbanking
ORD_0000135,CUST_00822,2023-11-23,Apparel,5,459.39,2296.95,completed,netbanking
ORD_0000136,CUST_00766,2024-01-06,Home & Kitchen,4,257.9,1031.6,returned,card
ORD_0000137,CUST_01272,2024-04-23,Apparel,1,373.1,373.1,completed,card
ORD_0000138,CUST_00317,2023-07-07,Sports,3,194.14,582.42,completed,card
ORD_0000139,CUST_00457,2024-05-14,Home & Kitchen,4,337.87,1351.48,completed,wallet
ORD_0000140,CUST_00224,2023-06-18,Books,2,368.56,737.12,completed,upi
ORD_0000141,CUST_00823,2024-01-06,Sports,1,165.46,165.46,completed,wallet
ORD_0000142,CUST_00235,2023-09-02,Apparel,4,28.75,115.0,cancelled,upi
ORD_0000143,CUST_01312,2024-04-18,Sports,3,288.41,865.23,completed,card
ORD_0000144,CUST_01918,2024-06-24,Books,3,396.87,1190.61,completed,upi
ORD_0000145,CUST_01778,2024-02-04,Beauty,4,142.22,568.88,completed,upi
ORD_0000146,CUST_00142,2024-05-04,Beauty,4,50.03,200.12,completed,wallet
ORD_0000147,CUST_01075,2024-02-25,Electronics,3,100.19,300.57,completed,wallet
ORD_0000148,CUST_00701,2024-06-23,Home & Kitchen,3,90.61,271.83,cancelled,wallet
ORD_0000149,CUST_00974,2024-06-19,Books,2,483.13,966.26,completed,wallet
ORD_0000150,CUST_01686,2024-03-28,Sports,5,393.7,1968.5,completed,upi
ORD_0000151,CUST_00664,2024-06-10,Books,3,16.94,50.82,cancelled,wallet
ORD_0000152,CUST_01771,2024-06-17,Beauty,1,398.08,398.08,completed,card
ORD_0000153,CUST_00923,2023-09-05,Sports,4,323.06,1292.24,completed,upi
ORD_0000154,CUST_01528,2023-09-16,Apparel,4,351.25,1405.0,completed,upi
ORD_0000155,CUST_00713,2024-04-22,Sports,2,486.14,972.28,cancelled,netbanking
ORD_0000156,CUST_01667,2024-01-21,Home & Kitchen,1,157.94,157.94,completed,card
ORD_0000157,CUST_01433,2024-06-09,Home & Kitchen,4,212.88,851.52,completed,wallet
ORD_0000158,CUST_01072,2024-01-19,Books,1,463.9,463.9,completed,upi
ORD_0000159,CUST_01133,2024-06-06,Books,2,275.94,551.88,completed,wallet
ORD_0000160,CUST_01299,2024-05-01,Electronics,5,469.56,2347.8,cancelled,card
ORD_0000161,CUST_00184,2024-06-28,Books,1,311.96,311.96,completed,card
ORD_0000162,CUST_01298,2024-01-07,Electronics,5,294.79,1473.95,completed,wallet
ORD_0000163,CUST_00434,2023-09-24,Electronics,4,280.27,1121.08,completed,wallet
ORD_0000164,CUST_01947,2023-11-24,Books,3,484.12,1452.36,completed,wallet
ORD_0000165,CUST_00016,2024-02-01,Home & Kitchen,2,258.69,517.38,returned,netbanking
ORD_0000166,CUST_00630,2024-06-29,Electronics,4,339.91,1359.64,returned,wallet
ORD_0000167,CUST_00067,2024-05-30,Home & Kitchen,1,85.14,85.14,returned,netbanking
ORD_0000168,CUST_00687,2024-01-27,Apparel,5,496.48,2482.4,completed,wallet
ORD_0000169,CUST_00395,2024-03-07,Sports,4,415.98,1663.92,completed,wallet
ORD_0000170,CUST_01492,2024-05-19,Sports,4,453.03,1812.12,completed,upi
ORD_0000171,CUST_00204,2024-06-04,Beauty,2,257.08,514.16,completed,wallet
ORD_0000172,CUST_01727,2023-11-09,Home & Kitchen,5,87.93,439.65,completed,card
ORD_0000173,CUST_00053,2024-02-04,Sports,1,318.15,318.15,completed,card
ORD_0000174,CUST_01172,2024-03-31,Apparel,1,373.74,373.74,cancelled,netbanking
ORD_0000175,CUST_00383,2024-04-18,Sports,2,155.48,310.96,returned,wallet
ORD_0000176,CUST_01578,2023-08-26,Apparel,1,144.72,144.72,completed,card
ORD_0000177,CUST_00228,2024-02-19,Apparel,5,70.11,350.55,completed,upi
ORD_0000178,CUST_00191,2024-04-17,Apparel,4,423.86,1695.44,completed,wallet
ORD_0000179,CUST_01630,2023-12-30,Beauty,4,46.04,184.16,completed,wallet
ORD_0000180,CUST_00769,2024-06-24,Books,3,320.43,961.29,returned,upi
ORD_0000181,CUST_00612,2024-05-01,Beauty,2,333.23,666.46,completed,card
ORD_0000182,CUST_00241,2024-06-24,Sports,3,247.11,741.33,completed,card
ORD_0000183,CUST_00325,2024-05-06,Apparel,3,464.02,1392.06,completed,card
ORD_0000184,CUST_01061,2024-02-14,Home & Kitchen,2,115.98,231.96,completed,upi
ORD_0000185,CUST_00061,2024-03-10,Beauty,2,117.67,235.34,completed,upi
ORD_0000186,CUST_00549,2024-06-01,Electronics,4,107.62,430.48,completed,netbanking
ORD_0000187,CUST_00957,2024-06-21,Books,4,261.19,1044.76,cancelled,netbanking
ORD_0000188,CUST_00355,2023-12-28,Electronics,3,481.31,1443.93,completed,netbanking
ORD_0000189,CUST_00340,2023-09-28,Books,4,222.39,889.56,completed,netbanking
ORD_0000190,CUST_01671,2024-01-02,Books,5,62.69,313.45,completed,netbanking
ORD_0000191,CUST_00766,2024-06-12,Electronics,1,230.2,230.2,cancelled,netbanking
ORD_0000192,CUST_01202,2024-01-22,Beauty,3,305.89,917.67,cancelled,netbanking
ORD_0000193,CUST_00816,2024-05-29,Home & Kitchen,1,98.14,98.14,completed,upi
ORD_0000194,CUST_00733,2024-04-18,Home & Kitchen,1,115.43,115.43,completed,netbanking
ORD_0000195,CUST_00251,2024-01-06,Beauty,3,347.25,1041.75,completed,wallet
ORD_0000196,CUST_01163,2024-04-03,Books,2,285.19,570.38,completed,upi
ORD_0000197,CUST_01080,2024-05-25,Beauty,1,284.86,284.86,completed,card
ORD_0000198,CUST_01176,2024-06-21,Books,4,344.23,1376.92,completed,netbanking
ORD_0000199,CUST_00406,2023-08-17,Books,1,403.33,403.33,completed,netbanking
ORD_0000200,CUST_00863,2023-08-18,Sports,1,231.85,231.85,completed,wallet
ORD_0000201,CUST_00485,2024-06-24,Beauty,1,149.66,149.66,completed,card
ORD_0000202,CUST_01868,2024-05-17,Books,3,74.21,222.63,completed,card
ORD_0000203,CUST_00691,2024-04-24,Electronics,1,44.02,44.02,returned,wallet
ORD_0000204,CUST_01482,2024-03-08,Home & Kitchen,3,165.41,496.23,completed,netbanking
ORD_0000205,CUST_01012,2024-05-30,Beauty,1,202.72,202.72,cancelled,wallet
ORD_0000206,CUST_01739,2024-05-19,Sports,1,423.1,423.1,completed,upi
ORD_0000207,CUST_00098,2023-06-12,Home & Kitchen,2,61.51,123.02,returned,wallet
ORD_0000208,CUST_00464,2023-11-02,Home & Kitchen,1,103.66,103.66,returned,card
ORD_0000209,CUST_01914,2023-06-16,Electronics,3,442.82,1328.46,completed,netbanking
ORD_0000210,CUST_00154,2023-09-04,Books,3,347.07,1041.21,completed,upi
ORD_0000211,CUST_01895,2024-06-06,Apparel,5,235.73,1178.65,completed,upi
ORD_0000212,CUST_01543,2024-05-16,Sports,4,337.43,1349.72,completed,wallet
ORD_0000213,CUST_01355,2024-05-14,Beauty,3,167.73,503.19,completed,card
ORD_0000214,CUST_00541,2024-06-15,Home & Kitchen,3,358.57,1075.71,completed,upi
ORD_0000215,CUST_01351,2024-06-25,Electronics,2,350.52,701.04,cancelled,card
ORD_0000216,CUST_00436,2023-05-13,Books,2,239.38,478.76,completed,card
ORD_0000217,CUST_00698,2023-08-28,Sports,5,383.18,1915.9,returned,netbanking
ORD_0000218,CUST_01452,2024-02-07,Electronics,2,425.42,850.84,returned,upi
ORD_0000219,CUST_01878,2024-02-21,Sports,4,487.77,1951.08,completed,wallet
ORD_0000220,CUST_00385,2023-06-22,Beauty,3,217.31,651.93,completed,card
ORD_0000221,CUST_00302,2024-04-27,Apparel,1,375.05,375.05,completed,wallet
ORD_0000222,CUST_00384,2023-10-07,Sports,1,243.35,243.35,completed,netbanking
ORD_0000223,CUST_00243,2024-06-07,Books,5,51.18,255.9,completed,wallet
ORD_0000224,CUST_01029,2024-01-03,Books,5,173.52,867.6,completed,card
ORD_0000225,CUST_00101,2024-03-16,Books,4,368.67,1474.68,completed,upi
ORD_0000226,CUST_00825,2023-10-25,Sports,5,145.19,725.95,completed,wallet
ORD_0000227,CUST_00224,2023-05-21,Apparel,2,479.89,959.78,completed,card
ORD_0000228,CUST_01179,2024-03-29,Electronics,2,42.26,84.52,completed,wallet
ORD_0000229,CUST_00803,2024-02-07,Beauty,1,117.74,117.74,completed,upi
ORD_0000230,CUST_00351,2024-04-05,Beauty,3,322.07,966.21,completed,card
ORD_0000231,CUST_00194,2024-02-20,Sports,5,454.8,2274.0,completed,netbanking
ORD_0000232,CUST_01747,2024-06-26,Beauty,2,93.4,186.8,completed,upi
ORD_0000233,CUST_00681,2024-06-11,Beauty,2,481.49,962.98,completed,netbanking
ORD_0000234,CUST_00043,2023-10-12,Apparel,3,441.81,1325.43,completed,card
ORD_0000235,CUST_01217,2024-06-13,Books,4,295.74,1182.96,returned,wallet
ORD_0000236,CUST_00225,2023-06-21,Home & Kitchen,1,287.95,287.95,returned,upi
ORD_0000237,CUST_01547,2024-06-05,Beauty,1,58.99,58.99,completed,wallet
ORD_0000238,CUST_01505,2024-02-14,Books,5,136.09,680.45,completed,wallet
ORD_0000239,CUST_00028,2024-02-16,Sports,3,357.97,1073.91,completed,wallet
ORD_0000240,CUST_00231,2024-06-05,Electronics,5,366.82,1834.1,completed,wallet
ORD_0000241,CUST_01754,2024-06-15,Electronics,2,185.02,370.04,completed,wallet
ORD_0000242,CUST_00737,2024-06-07,Books,1,104.97,104.97,completed,netbanking
ORD_0000243,CUST_01797,2024-03-22,Books,5,450.61,2253.05,cancelled,upi
ORD_0000244,CUST_00544,2024-06-15,Books,3,445.11,1335.33,completed,netbanking
ORD_0000245,CUST_00634,2023-06-07,Beauty,1,293.95,293.95,completed,card
ORD_0000246,CUST_00888,2024-04-18,Home & Kitchen,5,484.38,2421.9,completed,card
ORD_0000247,CUST_01022,2024-04-04,Sports,4,343.64,1374.56,cancelled,upi
ORD_0000248,CUST_00622,2024-04-19,Home & Kitchen,3,41.65,124.95,completed,card
ORD_0000249,CUST_00446,2024-01-06,Books,5,70.47,352.35,completed,wallet
ORD_0000250,CUST_00722,2023-11-22,Home & Kitchen,1,133.19,133.19,returned,upi
ORD_0000251,CUST_01954,2024-03-11,Beauty,3,79.89,239.67,completed,card
ORD_0000252,CUST_00596,2023-09-18,Home & Kitchen,1,241.85,241.85,completed,wallet
ORD_0000253,CUST_00866,2024-02-26,Home & Kitchen,1,447.58,447.58,completed,upi
ORD_0000254,CUST_01155,2023-12-19,Apparel,3,404.14,1212.42,completed,upi
ORD_0000255,CUST_00513,2024-03-09,Home & Kitchen,4,281.59,1126.36,completed,netbanking
ORD_0000256,CUST_01161,2024-06-04,Books,4,277.45,1109.8,completed,wallet
ORD_0000257,CUST_00197,2023-08-23,Home & Kitchen,5,226.52,1132.6,completed,netbanking
ORD_0000258,CUST_00960,2024-04-09,Books,4,238.6,954.4,completed,card
ORD_0000259,CUST_01961,2024-03-31,Sports,1,380.36,380.36,returned,upi
ORD_0000260,CUST_01189,2024-05-08,Sports,2,314.23,628.46,returned,card
ORD_0000261,CUST_01547,2024-06-17,Electronics,2,207.43,414.86,completed,wallet
ORD_0000262,CUST_01719,2023-04-29,Beauty,1,36.79,36.79,completed,card
ORD_0000263,CUST_01684,2023-11-30,Home & Kitchen,5,245.91,1229.55,returned,card
ORD_0000264,CUST_01517,2024-05-27,Electronics,5,372.28,1861.4,completed,upi
ORD_0000265,CUST_01152,2024-06-15,Beauty,4,76.83,307.32,completed,upi
ORD_0000266,CUST_00617,2024-04-25,Electronics,3,362.37,1087.11,returned,upi
ORD_0000267,CUST_00235,2023-03-22,Electronics,1,84.97,84.97,completed,upi
ORD_0000268,CUST_00419,2024-01-18,Sports,4,22.07,88.28,completed,card
ORD_0000269,CUST_01897,2023-05-25,Apparel,3,208.22,624.66,returned,netbanking
ORD_0000270,CUST_01683,2024-06-13,Apparel,5,70.36,351.8,completed,upi
ORD_0000271,CUST_00291,2024-02-05,Beauty,2,260.63,521.26,completed,wallet
ORD_0000272,CUST_00984,2023-11-13,Sports,3,337.08,1011.24,completed,netbanking
ORD_0000273,CUST_00802,2023-11-25,Books,1,237.33,237.33,completed,netbanking
ORD_0000274,CUST_00937,2023-08-20,Sports,5,200.81,1004.05,completed,wallet
ORD_0000275,CUST_00088,2024-04-20,Beauty,2,239.26,478.52,completed,card
ORD_0000276,CUST_00325,2024-04-04,Sports,5,429.35,2146.75,completed,wallet
ORD_0000277,CUST_01051,2023-08-14,Home & Kitchen,2,331.39,662.78,completed,netbanking
ORD_0000278,CUST_00942,2023-12-01,Beauty,3,394.62,1183.86,completed,wallet
ORD_0000279,CUST_00140,2024-06-28,Books,4,194.49,777.96,completed,upi
ORD_0000280,CUST_01180,2024-05-18,Beauty,5,137.01,685.05,completed,netbanking
ORD_0000281,CUST_01198,2024-06-09,Electronics,4,43.1,172.4,returned,upi
ORD_0000282,CUST_00475,2024-05-31,Beauty,1,254.71,254.71,completed,upi
ORD_0000283,CUST_01581,2024-06-04,Apparel,2,61.65,123.3,completed,wallet
ORD_0000284,CUST_01548,2024-04-06,Home & Kitchen,1,40.33,40.33,completed,card
ORD_0000285,CUST_00905,2024-05-06,Electronics,3,307.19,921.57,cancelled,netbanking
ORD_0000286,CUST_00221,2024-03-17,Beauty,4,195.03,780.12,completed,upi
ORD_0000287,CUST_00401,2024-06-04,Home & Kitchen,4,224.37,897.48,completed,upi
ORD_0000288,CUST_00889,2024-06-20,Electronics,2,52.14,104.28,completed,card
ORD_0000289,CUST_00417,2024-04-29,Home & Kitchen,2,447.7,895.4,completed,card
ORD_0000290,CUST_00698,2023-08-09,Apparel,5,253.12,1265.6,completed,wallet
ORD_0000291,CUST_01026,2024-05-24,Sports,3,313.04,939.12,returned,card
ORD_0000292,CUST_00899,2024-05-27,Sports,4,438.24,1752.96,completed,netbanking
ORD_0000293,CUST_00207,2024-06-24,Sports,4,122.97,491.88,completed,card
ORD_0000294,CUST_00459,2024-04-26,Home & Kitchen,3,201.3,603.9,completed,upi
ORD_0000295,CUST_01983,2024-01-10,Apparel,1,271.86,271.86,returned,netbanking
ORD_0000296,CUST_00818,2023-05-15,Electronics,5,351.77,1758.85,completed,netbanking
ORD_0000297,CUST_01338,2023-11-11,Home & Kitchen,1,175.63,175.63,completed,card
ORD_0000298,CUST_00286,2023-07-10,Home & Kitchen,5,410.2,2051.0,cancelled,card
ORD_0000299,CUST_00483,2024-06-06,Sports,1,404.76,404.76,returned,card
ORD_0000300,CUST_00709,2023-11-14,Sports,4,303.08,1212.32,cancelled,wallet
ORD_0000301,CUST_01939,2023-11-08,Electronics,3,364.42,1093.26,completed,upi
ORD_0000302,CUST_01332,2024-03-25,Apparel,4,244.01,976.04,completed,card
ORD_0000303,CUST_00054,2023-07-19,Books,5,307.98,1539.9,completed,card
ORD_0000304,CUST_01132,2024-05-09,Books,1,199.68,199.68,completed,wallet
ORD_0000305,CUST_01437,2024-05-20,Books,5,77.5,387.5,completed,netbanking
ORD_0000306,CUST_00721,2023-08-22,Electronics,3,223.89,671.67,completed,card
ORD_0000307,CUST_01206,2023-10-25,Sports,2,212.39,424.78,completed,card
ORD_0000308,CUST_01789,2023-08-15,Apparel,1,47.53,47.53,completed,netbanking
ORD_0000309,CUST_00090,2023-12-06,Apparel,3,305.17,915.51,cancelled,upi
ORD_0000310,CUST_01242,2024-01-01,Beauty,4,332.21,1328.84,completed,netbanking
ORD_0000311,CUST_01922,2024-06-23,Beauty,2,252.51,505.02,returned,upi
ORD_0000312,CUST_00909,2023-10-19,Home & Kitchen,3,392.29,1176.87,returned,upi
ORD_0000313,CUST_01079,2024-01-01,Sports,3,351.9,1055.7,completed,netbanking
ORD_0000314,CUST_01845,2024-06-09,Electronics,5,248.23,1241.15,completed,upi
ORD_0000315,CUST_01724,2024-02-23,Sports,2,159.41,318.82,completed,netbanking
